
param Generacion :=
2 25 10 0.8506
2 25 11 1.0036
2 25 12 0.9942
2 25 13 1.0575
2 25 14 0.9853
2 25 15 0.9275
2 25 16 0.7059
2 25 17 0.4697
2 25 18 0.3098
2 25 19 0.1065
2 25 20 0.0
2 25 21 0.0
2 25 22 0.0
2 25 23 0.0
2 25 24 0.0
2 26 1 0.0
2 26 2 0.0
2 26 3 0.0
2 26 4 0.0
2 26 5 0.0
2 26 6 0.1027
2 26 7 0.2847
2 26 8 0.4542
2 26 9 0.6577
2 26 10 0.8927
2 26 11 0.9763
2 26 12 0.9381
2 26 13 1.0133
2 26 14 0.9666
2 26 15 0.9048
2 26 16 0.6759
2 26 17 0.5412
2 26 18 0.2824
2 26 19 0.0919
2 26 20 0.0
2 26 21 0.0
2 26 22 0.0
2 26 23 0.0
2 26 24 0.0
2 27 1 0.0
2 27 2 0.0
2 27 3 0.0
2 27 4 0.0
2 27 5 0.0
2 27 6 0.0941
2 27 7 0.3039
2 27 8 0.4644
2 27 9 0.6868
2 27 10 0.8527
2 27 11 0.888
2 27 12 0.956
2 27 13 1.0372
2 27 14 0.9967
2 27 15 0.8745
2 27 16 0.7014
2 27 17 0.4748
2 27 18 0.3067
2 27 19 0.0963
2 27 20 0.0
2 27 21 0.0
2 27 22 0.0
2 27 23 0.0
2 27 24 0.0
2 28 1 0.0
2 28 2 0.0
2 28 3 0.0
2 28 4 0.0
2 28 5 0.0
2 28 6 0.1015
2 28 7 0.2772
2 28 8 0.488
2 28 9 0.6764
2 28 10 0.8136
2 28 11 0.8881
2 28 12 1.0846
2 28 13 0.9811
2 28 14 0.9102
2 28 15 0.8463
2 28 16 0.6574
2 28 17 0.4576
2 28 18 0.3029
2 28 19 0.1078
2 28 20 0.0
2 28 21 0.0
2 28 22 0.0
2 28 23 0.0
2 28 24 0.0
2 29 1 0.0
2 29 2 0.0
2 29 3 0.0
2 29 4 0.0
2 29 5 0.0
2 29 6 0.0915
2 29 7 0.318
2 29 8 0.4645
2 29 9 0.7098
2 29 10 0.8541
2 29 11 0.9707
2 29 12 0.9424
2 29 13 0.9576
2 29 14 0.8747
2 29 15 0.772
2 29 16 0.6406
2 29 17 0.5255
2 29 18 0.2885
2 29 19 0.0939
2 29 20 0.0
2 29 21 0.0
2 29 22 0.0
2 29 23 0.0
2 29 24 0.0
2 30 1 0.0
2 30 2 0.0
2 30 3 0.0
2 30 4 0.0
2 30 5 0.0
2 30 6 0.1088
2 30 7 0.2991
2 30 8 0.5498
2 30 9 0.7123
2 30 10 0.876
2 30 11 0.9747
2 30 12 1.0202
2 30 13 0.9852
2 30 14 0.8733
2 30 15 0.7763
2 30 16 0.7602
2 30 17 0.486
2 30 18 0.3038
2 30 19 0.0997
2 30 20 0.0
2 30 21 0.0
2 30 22 0.0
2 30 23 0.0
2 30 24 0.0
2 31 1 0.0
2 31 2 0.0
2 31 3 0.0
2 31 4 0.0
2 31 5 0.0
2 31 6 0.1031
2 31 7 0.2971
2 31 8 0.5349
2 31 9 0.681
2 31 10 0.9227
2 31 11 0.9749
2 31 12 0.9288
2 31 13 1.0487
2 31 14 0.8894
2 31 15 0.774
2 31 16 0.7122
2 31 17 0.5188
2 31 18 0.2896
2 31 19 0.0978
2 31 20 0.0
2 31 21 0.0
2 31 22 0.0
2 31 23 0.0
2 31 24 0.0
2 32 1 0.0
2 32 2 0.0
2 32 3 0.0
2 32 4 0.0
2 32 5 0.0
2 32 6 0.1057
2 32 7 0.3081
2 32 8 0.5035
2 32 9 0.7611
2 32 10 0.8239
2 32 11 0.9002
2 32 12 1.0464
2 32 13 1.0241
2 32 14 0.8734
2 32 15 0.7984
2 32 16 0.7615
2 32 17 0.4932
2 32 18 0.3244
2 32 19 0.0901
2 32 20 0.0
2 32 21 0.0
2 32 22 0.0
2 32 23 0.0
2 32 24 0.0
2 33 1 0.0
2 33 2 0.0
2 33 3 0.0
2 33 4 0.0
2 33 5 0.0
2 33 6 0.1077
2 33 7 0.32
2 33 8 0.4947
2 33 9 0.7169
2 33 10 0.7942
2 33 11 0.9713
2 33 12 1.0879
2 33 13 1.0317
2 33 14 0.9019
2 33 15 0.806
2 33 16 0.7553
2 33 17 0.4957
2 33 18 0.2967
2 33 19 0.11
2 33 20 0.0
2 33 21 0.0
2 33 22 0.0
2 33 23 0.0
2 33 24 0.0
3 2 1 0.0
3 2 2 0.0
3 2 3 0.0
3 2 4 0.0
3 2 5 0.0
3 2 6 0.1058
3 2 7 0.2783
3 2 8 0.4696
3 2 9 0.6578
3 2 10 0.9144
3 2 11 0.9532
3 2 12 0.9996
3 2 13 1.0464
3 2 14 0.9734
3 2 15 0.9053
3 2 16 0.7027
3 2 17 0.4728
3 2 18 0.3148
3 2 19 0.1085
3 2 20 0.0
3 2 21 0.0
3 2 22 0.0
3 2 23 0.0
3 2 24 0.0
3 3 1 0.0
3 3 2 0.0
3 3 3 0.0
3 3 4 0.0
3 3 5 0.0
3 3 6 0.105
3 3 7 0.277
3 3 8 0.5466
3 3 9 0.6565
3 3 10 0.838
3 3 11 0.9448
3 3 12 1.0515
3 3 13 0.9233
3 3 14 0.8549
3 3 15 0.9258
3 3 16 0.7069
3 3 17 0.4684
3 3 18 0.2958
3 3 19 0.0912
3 3 20 0.0
3 3 21 0.0
3 3 22 0.0
3 3 23 0.0
3 3 24 0.0
3 4 1 0.0
3 4 2 0.0
3 4 3 0.0
3 4 4 0.0
3 4 5 0.0
3 4 6 0.1021
3 4 7 0.2734
3 4 8 0.4729
3 4 9 0.6616
3 4 10 0.8652
3 4 11 1.009
3 4 12 0.9873
3 4 13 0.9346
3 4 14 0.8923
3 4 15 0.7853
3 4 16 0.6801
3 4 17 0.4527
3 4 18 0.3153
3 4 19 0.1015
3 4 20 0.0
3 4 21 0.0
3 4 22 0.0
3 4 23 0.0
3 4 24 0.0
3 5 1 0.0
3 5 2 0.0
3 5 3 0.0
3 5 4 0.0
3 5 5 0.0
3 5 6 0.1016
3 5 7 0.3144
3 5 8 0.4754
3 5 9 0.7162
3 5 10 0.8459
3 5 11 1.0349
3 5 12 1.0672
3 5 13 1.0373
3 5 14 0.8614
3 5 15 0.8662
3 5 16 0.6375
3 5 17 0.4779
3 5 18 0.2766
3 5 19 0.0921
3 5 20 0.0
3 5 21 0.0
3 5 22 0.0
3 5 23 0.0
3 5 24 0.0
3 6 1 0.0
3 6 2 0.0
3 6 3 0.0
3 6 4 0.0
3 6 5 0.0
3 6 6 0.0915
3 6 7 0.305
3 6 8 0.4752
3 6 9 0.7295
3 6 10 0.7961
3 6 11 1.0155
3 6 12 1.0997
3 6 13 0.9987
3 6 14 0.9421
3 6 15 0.8358
3 6 16 0.6477
3 6 17 0.5418
3 6 18 0.2852
3 6 19 0.0923
3 6 20 0.0
3 6 21 0.0
3 6 22 0.0
3 6 23 0.0
3 6 24 0.0
3 7 1 0.0
3 7 2 0.0
3 7 3 0.0
3 7 4 0.0
3 7 5 0.0
3 7 6 0.1039
3 7 7 0.2825
3 7 8 0.5128
3 7 9 0.7483
3 7 10 0.8675
3 7 11 0.9174
3 7 12 1.0982
3 7 13 0.9474
3 7 14 0.832
3 7 15 0.8788
3 7 16 0.6843
3 7 17 0.4687
3 7 18 0.2912
3 7 19 0.1026
3 7 20 0.0
3 7 21 0.0
3 7 22 0.0
3 7 23 0.0
3 7 24 0.0
3 8 1 0.0
3 8 2 0.0
3 8 3 0.0
3 8 4 0.0
3 8 5 0.0
3 8 6 0.1028
3 8 7 0.2996
3 8 8 0.4878
3 8 9 0.6345
3 8 10 0.8223
3 8 11 0.9409
3 8 12 0.932
3 8 13 0.9586
3 8 14 0.9944
3 8 15 0.7656
3 8 16 0.6847
3 8 17 0.5081
3 8 18 0.3066
3 8 19 0.0955
3 8 20 0.0
3 8 21 0.0
3 8 22 0.0
3 8 23 0.0
3 8 24 0.0
3 9 1 0.0
3 9 2 0.0
3 9 3 0.0
3 9 4 0.0
3 9 5 0.0
3 9 6 0.0986
3 9 7 0.3113
3 9 8 0.4685
3 9 9 0.7572
3 9 10 0.8017
3 9 11 0.9985
3 9 12 1.0329
3 9 13 0.9507
3 9 14 0.9829
3 9 15 0.9159
3 9 16 0.6723
3 9 17 0.5295
3 9 18 0.3253
3 9 19 0.1038
3 9 20 0.0
3 9 21 0.0
3 9 22 0.0
3 9 23 0.0
3 9 24 0.0
3 10 1 0.0
3 10 2 0.0
3 10 3 0.0
3 10 4 0.0
3 10 5 0.0
3 10 6 0.1099
3 10 7 0.2843
3 10 8 0.4729
3 10 9 0.7614
3 10 10 0.8951
3 10 11 0.9122
3 10 12 1.0569
3 10 13 0.9218
3 10 14 0.8528
3 10 15 0.8467
3 10 16 0.6476
3 10 17 0.4979
3 10 18 0.2858
3 10 19 0.0972
3 10 20 0.0
3 10 21 0.0
3 10 22 0.0
3 10 23 0.0
3 10 24 0.0
3 11 1 0.0
3 11 2 0.0
3 11 3 0.0
3 11 4 0.0
3 11 5 0.0
3 11 6 0.1073
3 11 7 0.2951
3 11 8 0.5061
3 11 9 0.638
3 11 10 0.8827
3 11 11 0.8594
3 11 12 1.052
3 11 13 1.0618
3 11 14 0.8531
3 11 15 0.8016
3 11 16 0.6484
3 11 17 0.4961
3 11 18 0.3167
3 11 19 0.1045
3 11 20 0.0
3 11 21 0.0
3 11 22 0.0
3 11 23 0.0
3 11 24 0.0
3 12 1 0.0
3 12 2 0.0
3 12 3 0.0
3 12 4 0.0
3 12 5 0.0
3 12 6 0.1023
3 12 7 0.3168
3 12 8 0.4918
3 12 9 0.6484
3 12 10 0.7703
3 12 11 0.999
3 12 12 1.0424
3 12 13 0.9753
3 12 14 0.893
3 12 15 0.8852
3 12 16 0.7667
3 12 17 0.5394
3 12 18 0.3009
3 12 19 0.0984
3 12 20 0.0
3 12 21 0.0
3 12 22 0.0
3 12 23 0.0
3 12 24 0.0
3 13 1 0.0
3 13 2 0.0
3 13 3 0.0
3 13 4 0.0
3 13 5 0.0
3 13 6 0.1006
3 13 7 0.287
3 13 8 0.4964
3 13 9 0.6712
3 13 10 0.9216
3 13 11 0.941
3 13 12 0.9546
3 13 13 0.9864
3 13 14 0.938
3 13 15 0.8562
3 13 16 0.7576
3 13 17 0.4678
3 13 18 0.3287
3 13 19 0.1016
3 13 20 0.0
3 13 21 0.0
3 13 22 0.0
3 13 23 0.0
3 13 24 0.0
3 14 1 0.0
3 14 2 0.0
3 14 3 0.0
3 14 4 0.0
3 14 5 0.0
3 14 6 0.0904
3 14 7 0.3229
3 14 8 0.4666
3 14 9 0.7171
3 14 10 0.8765
3 14 11 0.971
3 14 12 1.0717
3 14 13 0.9276
3 14 14 0.9414
3 14 15 0.817
3 14 16 0.7319
3 14 17 0.4984
3 14 18 0.3121
3 14 19 0.1032
3 14 20 0.0
3 14 21 0.0
3 14 22 0.0
3 14 23 0.0
3 14 24 0.0
3 15 1 0.0
3 15 2 0.0
3 15 3 0.0
3 15 4 0.0
3 15 5 0.0
3 15 6 0.0902
3 15 7 0.3243
3 15 8 0.5254
3 15 9 0.7244
3 15 10 0.7724
3 15 11 1.0155
3 15 12 1.0187
3 15 13 1.0044
3 15 14 0.8985
3 15 15 0.8783
3 15 16 0.632
3 15 17 0.483
3 15 18 0.2765
3 15 19 0.1048
3 15 20 0.0
3 15 21 0.0
3 15 22 0.0
3 15 23 0.0
3 15 24 0.0
3 16 1 0.0
3 16 2 0.0
3 16 3 0.0
3 16 4 0.0
3 16 5 0.0
3 16 6 0.0981
3 16 7 0.316
3 16 8 0.4917
3 16 9 0.7671
3 16 10 0.9331
3 16 11 1.0248
3 16 12 1.0456
3 16 13 0.9185
3 16 14 0.8546
3 16 15 0.8073
3 16 16 0.6588
3 16 17 0.4795
3 16 18 0.2952
3 16 19 0.0976
3 16 20 0.0
3 16 21 0.0
3 16 22 0.0
3 16 23 0.0
3 16 24 0.0
3 17 1 0.0
3 17 2 0.0
3 17 3 0.0
3 17 4 0.0
3 17 5 0.0
3 17 6 0.0979
3 17 7 0.2953
3 17 8 0.4919
3 17 9 0.7396
3 17 10 0.7742
3 17 11 0.9658
3 17 12 1.0744
3 17 13 0.9168
3 17 14 0.9489
3 17 15 0.8437
3 17 16 0.6517
3 17 17 0.4907
3 17 18 0.2858
3 17 19 0.0995
3 17 20 0.0
3 17 21 0.0
3 17 22 0.0
3 17 23 0.0
3 17 24 0.0
3 18 1 0.0
3 18 2 0.0
3 18 3 0.0
3 18 4 0.0
3 18 5 0.0
3 18 6 0.1046
3 18 7 0.2759
3 18 8 0.4717
3 18 9 0.7135
3 18 10 0.8042
3 18 11 0.9867
3 18 12 1.0809
3 18 13 0.9161
3 18 14 0.8725
3 18 15 0.8968
3 18 16 0.6419
3 18 17 0.4723
3 18 18 0.3202
3 18 19 0.1075
3 18 20 0.0
3 18 21 0.0
3 18 22 0.0
3 18 23 0.0
3 18 24 0.0
3 19 1 0.0
3 19 2 0.0
3 19 3 0.0
3 19 4 0.0
3 19 5 0.0
3 19 6 0.0913
3 19 7 0.3008
3 19 8 0.5014
3 19 9 0.7544
3 19 10 0.8645
3 19 11 0.8971
3 19 12 0.9228
3 19 13 0.9579
3 19 14 0.9276
3 19 15 0.9002
3 19 16 0.6993
3 19 17 0.4709
3 19 18 0.2979
3 19 19 0.0937
3 19 20 0.0
3 19 21 0.0
3 19 22 0.0
3 19 23 0.0
3 19 24 0.0
3 20 1 0.0
3 20 2 0.0
3 20 3 0.0
3 20 4 0.0
3 20 5 0.0
3 20 6 0.1062
3 20 7 0.3156
3 20 8 0.4816
3 20 9 0.709
3 20 10 0.9272
3 20 11 0.8906
3 20 12 0.9465
3 20 13 0.9239
3 20 14 1.0073
3 20 15 0.7823
3 20 16 0.6809
3 20 17 0.4604
3 20 18 0.3256
3 20 19 0.1081
3 20 20 0.0
3 20 21 0.0
3 20 22 0.0
3 20 23 0.0
3 20 24 0.0
3 21 1 0.0
3 21 2 0.0
3 21 3 0.0
3 21 4 0.0
3 21 5 0.0
3 21 6 0.1052
3 21 7 0.3278
3 21 8 0.4511
3 21 9 0.6522
3 21 10 0.8791
3 21 11 0.9516
3 21 12 0.9808
3 21 13 0.9411
3 21 14 1.0018
3 21 15 0.8055
3 21 16 0.6955
3 21 17 0.4908
3 21 18 0.2758
3 21 19 0.1075
3 21 20 0.0
3 21 21 0.0
3 21 22 0.0
3 21 23 0.0
3 21 24 0.0
3 22 1 0.0
3 22 2 0.0
3 22 3 0.0
3 22 4 0.0
3 22 5 0.0
3 22 6 0.0962
3 22 7 0.2788
3 22 8 0.4937
3 22 9 0.7265
3 22 10 0.9208
3 22 11 0.953
3 22 12 1.0902
3 22 13 1.0519
3 22 14 1.0011
3 22 15 0.8982
3 22 16 0.6547
3 22 17 0.5224
3 22 18 0.2954
3 22 19 0.0978
3 22 20 0.0
3 22 21 0.0
3 22 22 0.0
3 22 23 0.0
3 22 24 0.0
3 23 1 0.0
3 23 2 0.0
3 23 3 0.0
3 23 4 0.0
3 23 5 0.0
3 23 6 0.1031
3 23 7 0.3076
3 23 8 0.5408
3 23 9 0.6914
3 23 10 0.8751
3 23 11 0.9733
3 23 12 1.0009
3 23 13 0.9798
3 23 14 0.9806
3 23 15 0.927
3 23 16 0.6707
3 23 17 0.5279
3 23 18 0.3284
3 23 19 0.0917
3 23 20 0.0
3 23 21 0.0
3 23 22 0.0
3 23 23 0.0
3 23 24 0.0
3 24 1 0.0
3 24 2 0.0
3 24 3 0.0
3 24 4 0.0
3 24 5 0.0
3 24 6 0.1021
3 24 7 0.2877
3 24 8 0.4895
3 24 9 0.72
3 24 10 0.8631
3 24 11 0.9717
3 24 12 0.9318
3 24 13 0.8934
3 24 14 0.849
3 24 15 0.77
3 24 16 0.6459
3 24 17 0.4967
3 24 18 0.3191
3 24 19 0.108
3 24 20 0.0
3 24 21 0.0
3 24 22 0.0
3 24 23 0.0
3 24 24 0.0
3 25 1 0.0
3 25 2 0.0
3 25 3 0.0
3 25 4 0.0
3 25 5 0.0
3 25 6 0.0921
3 25 7 0.2713
3 25 8 0.5486
3 25 9 0.7534
3 25 10 0.8258
3 25 11 1.0078
3 25 12 0.9234
3 25 13 0.9146
3 25 14 0.9241
3 25 15 0.8882
3 25 16 0.6624
3 25 17 0.5402
3 25 18 0.2844
3 25 19 0.1098
3 25 20 0.0
3 25 21 0.0
3 25 22 0.0
3 25 23 0.0
3 25 24 0.0
3 26 1 0.0
3 26 2 0.0
3 26 3 0.0
3 26 4 0.0
3 26 5 0.0
3 26 6 0.0938
3 26 7 0.2826
3 26 8 0.5382
3 26 9 0.684
3 26 10 0.9113
3 26 11 0.9388
3 26 12 0.9788
3 26 13 1.043
3 26 14 0.9577
3 26 15 0.9295
3 26 16 0.7256
3 26 17 0.497
3 26 18 0.323
3 26 19 0.0907
3 26 20 0.0
3 26 21 0.0
3 26 22 0.0
3 26 23 0.0
3 26 24 0.0
3 27 1 0.0
3 27 2 0.0
3 27 3 0.0
3 27 4 0.0
3 27 5 0.0
3 27 6 0.1081
3 27 7 0.2867
3 27 8 0.4632
3 27 9 0.7015
3 27 10 0.8447
3 27 11 0.915
3 27 12 1.0975
3 27 13 0.9663
3 27 14 0.8588
3 27 15 0.7783
3 27 16 0.6573
3 27 17 0.5017
3 27 18 0.3211
3 27 19 0.1013
3 27 20 0.0
3 27 21 0.0
3 27 22 0.0
3 27 23 0.0
3 27 24 0.0
3 28 1 0.0
3 28 2 0.0
3 28 3 0.0
3 28 4 0.0
3 28 5 0.0
3 28 6 0.1024
3 28 7 0.2863
3 28 8 0.4661
3 28 9 0.6698
3 28 10 0.7826
3 28 11 0.9192
3 28 12 0.9073
3 28 13 0.9225
3 28 14 0.9114
3 28 15 0.777
3 28 16 0.7516
3 28 17 0.5273
3 28 18 0.3275
3 28 19 0.0932
3 28 20 0.0
3 28 21 0.0
3 28 22 0.0
3 28 23 0.0
3 28 24 0.0
3 29 1 0.0
3 29 2 0.0
3 29 3 0.0
3 29 4 0.0
3 29 5 0.0
3 29 6 0.091
3 29 7 0.2813
3 29 8 0.4992
3 29 9 0.6477
3 29 10 0.8446
3 29 11 0.8934
3 29 12 1.0089
3 29 13 0.9258
3 29 14 0.833
3 29 15 0.8147
3 29 16 0.6893
3 29 17 0.54
3 29 18 0.2909
3 29 19 0.0954
3 29 20 0.0
3 29 21 0.0
3 29 22 0.0
3 29 23 0.0
3 29 24 0.0
3 30 1 0.0
3 30 2 0.0
3 30 3 0.0
3 30 4 0.0
3 30 5 0.0
3 30 6 0.1069
3 30 7 0.2752
3 30 8 0.5319
3 30 9 0.7078
3 30 10 0.8114
3 30 11 0.9543
3 30 12 1.0373
3 30 13 0.9692
3 30 14 0.8366
3 30 15 0.8386
3 30 16 0.6415
3 30 17 0.5092
3 30 18 0.3202
3 30 19 0.1072
3 30 20 0.0
3 30 21 0.0
3 30 22 0.0
3 30 23 0.0
3 30 24 0.0
3 31 1 0.0
3 31 2 0.0
3 31 3 0.0
3 31 4 0.0
3 31 5 0.0
3 31 6 0.1087
3 31 7 0.3289
3 31 8 0.4763
3 31 9 0.6786
3 31 10 0.9224
3 31 11 1.021
3 31 12 0.9011
3 31 13 0.8966
3 31 14 1.0076
3 31 15 0.9034
3 31 16 0.6681
3 31 17 0.4856
3 31 18 0.3215
3 31 19 0.092
3 31 20 0.0
3 31 21 0.0
3 31 22 0.0
3 31 23 0.0
3 31 24 0.0
3 32 1 0.0
3 32 2 0.0
3 32 3 0.0
3 32 4 0.0
3 32 5 0.0
3 32 6 0.1009
3 32 7 0.315
3 32 8 0.4585
3 32 9 0.7396
3 32 10 0.8636
3 32 11 0.9908
3 32 12 0.9011
3 32 13 0.981
3 32 14 0.9285
3 32 15 0.8673
3 32 16 0.6867
3 32 17 0.5065
3 32 18 0.2922
3 32 19 0.0955
3 32 20 0.0
3 32 21 0.0
3 32 22 0.0
3 32 23 0.0
3 32 24 0.0
3 33 1 0.0
3 33 2 0.0
3 33 3 0.0
3 33 4 0.0
3 33 5 0.0
3 33 6 0.1004
3 33 7 0.3018
3 33 8 0.5007
3 33 9 0.766
3 33 10 0.8681
3 33 11 0.8706
3 33 12 0.9133
3 33 13 1.066
3 33 14 0.934
3 33 15 0.8019
3 33 16 0.6952
3 33 17 0.4694
3 33 18 0.3017
3 33 19 0.106
3 33 20 0.0
3 33 21 0.0
3 33 22 0.0
3 33 23 0.0
3 33 24 0.0
4 2 1 0.0
4 2 2 0.0
4 2 3 0.0
4 2 4 0.0
4 2 5 0.0
4 2 6 0.1008
4 2 7 0.2969
4 2 8 0.534
4 2 9 0.638
4 2 10 0.8808
4 2 11 0.8786
4 2 12 1.0065
4 2 13 0.9116
4 2 14 1.0006
4 2 15 0.9064
4 2 16 0.6692
4 2 17 0.4504
4 2 18 0.3146
4 2 19 0.1083
4 2 20 0.0
4 2 21 0.0
4 2 22 0.0
4 2 23 0.0
4 2 24 0.0
4 3 1 0.0
4 3 2 0.0
4 3 3 0.0
4 3 4 0.0
4 3 5 0.0
4 3 6 0.0976
4 3 7 0.2944
4 3 8 0.5233
4 3 9 0.6408
4 3 10 0.8021
4 3 11 0.8833
4 3 12 1.0112
4 3 13 1.0627
4 3 14 1.0039
4 3 15 0.7729
4 3 16 0.6992
4 3 17 0.5167
4 3 18 0.2768
4 3 19 0.1075
4 3 20 0.0
4 3 21 0.0
4 3 22 0.0
4 3 23 0.0
4 3 24 0.0
4 4 1 0.0
4 4 2 0.0
4 4 3 0.0
4 4 4 0.0
4 4 5 0.0
4 4 6 0.1082
4 4 7 0.2893
4 4 8 0.5051
4 4 9 0.6829
4 4 10 0.9208
4 4 11 0.9654
4 4 12 0.9719
4 4 13 0.9087
4 4 14 0.9035
4 4 15 0.8185
4 4 16 0.7543
4 4 17 0.4864
4 4 18 0.3091
4 4 19 0.0972
4 4 20 0.0
4 4 21 0.0
4 4 22 0.0
4 4 23 0.0
4 4 24 0.0
4 5 1 0.0
4 5 2 0.0
4 5 3 0.0
4 5 4 0.0
4 5 5 0.0
4 5 6 0.0949
4 5 7 0.3042
4 5 8 0.5314
4 5 9 0.7015
4 5 10 0.9027
4 5 11 0.9571
4 5 12 0.9602
4 5 13 1.0375
4 5 14 0.8674
4 5 15 0.8244
4 5 16 0.7071
4 5 17 0.5373
4 5 18 0.3082
4 5 19 0.0935
4 5 20 0.0
4 5 21 0.0
4 5 22 0.0
4 5 23 0.0
4 5 24 0.0
4 6 1 0.0
4 6 2 0.0
4 6 3 0.0
4 6 4 0.0
4 6 5 0.0
4 6 6 0.0942
4 6 7 0.32
4 6 8 0.5026
4 6 9 0.7353
4 6 10 0.7914
4 6 11 0.9216
4 6 12 0.9075
4 6 13 0.8938
4 6 14 0.9677
4 6 15 0.79
4 6 16 0.7292
4 6 17 0.5112
4 6 18 0.3051
4 6 19 0.1082
4 6 20 0.0
4 6 21 0.0
4 6 22 0.0
4 6 23 0.0
4 6 24 0.0
4 7 1 0.0
4 7 2 0.0
4 7 3 0.0
4 7 4 0.0
4 7 5 0.0
4 7 6 0.107
4 7 7 0.3177
4 7 8 0.4634
4 7 9 0.6593
4 7 10 0.8382
4 7 11 0.9141
4 7 12 0.9668
4 7 13 0.901
4 7 14 0.8711
4 7 15 0.8174
4 7 16 0.6567
4 7 17 0.4905
4 7 18 0.3267
4 7 19 0.0967
4 7 20 0.0
4 7 21 0.0
4 7 22 0.0
4 7 23 0.0
4 7 24 0.0
4 8 1 0.0
4 8 2 0.0
4 8 3 0.0
4 8 4 0.0
4 8 5 0.0
4 8 6 0.0943
4 8 7 0.3083
4 8 8 0.483
4 8 9 0.6765
4 8 10 0.8955
4 8 11 0.9277
4 8 12 1.0467
4 8 13 1.0375
4 8 14 0.9232
4 8 15 0.7841
4 8 16 0.6462
4 8 17 0.5131
4 8 18 0.2972
4 8 19 0.1074
4 8 20 0.0
4 8 21 0.0
4 8 22 0.0
4 8 23 0.0
4 8 24 0.0
4 9 1 0.0
4 9 2 0.0
4 9 3 0.0
4 9 4 0.0
4 9 5 0.0
4 9 6 0.0975
4 9 7 0.295
4 9 8 0.482
4 9 9 0.7662
4 9 10 0.856
4 9 11 0.8757
4 9 12 1.033
4 9 13 0.9357
4 9 14 0.8513
4 9 15 0.9003
4 9 16 0.7169
4 9 17 0.5453
4 9 18 0.2822
4 9 19 0.1033
4 9 20 0.0
4 9 21 0.0
4 9 22 0.0
4 9 23 0.0
4 9 24 0.0
4 10 1 0.0
4 10 2 0.0
4 10 3 0.0
4 10 4 0.0
4 10 5 0.0
4 10 6 0.0914
4 10 7 0.3271
4 10 8 0.4886
4 10 9 0.711
4 10 10 0.9059
4 10 11 0.9754
4 10 12 1.051
4 10 13 1.0196
4 10 14 0.9064
4 10 15 0.8858
4 10 16 0.7679
4 10 17 0.4637
4 10 18 0.287
4 10 19 0.0978
4 10 20 0.0
4 10 21 0.0
4 10 22 0.0
4 10 23 0.0
4 10 24 0.0
4 11 1 0.0
4 11 2 0.0
4 11 3 0.0
4 11 4 0.0
4 11 5 0.0
4 11 6 0.1026
4 11 7 0.2947
4 11 8 0.4553
4 11 9 0.7445
4 11 10 0.8362
4 11 11 0.9201
4 11 12 1.0915
4 11 13 0.9288
4 11 14 0.9112
4 11 15 0.9016
4 11 16 0.7049
4 11 17 0.543
4 11 18 0.3261
4 11 19 0.1058
4 11 20 0.0
4 11 21 0.0
4 11 22 0.0
4 11 23 0.0
4 11 24 0.0
4 12 1 0.0
4 12 2 0.0
4 12 3 0.0
4 12 4 0.0
4 12 5 0.0
4 12 6 0.104
4 12 7 0.2925
4 12 8 0.4602
4 12 9 0.7565
4 12 10 0.9345
4 12 11 1.0005
4 12 12 0.9615
4 12 13 1.0197
4 12 14 0.9774
4 12 15 0.8689
4 12 16 0.6603
4 12 17 0.5087
4 12 18 0.3074
4 12 19 0.109
4 12 20 0.0
4 12 21 0.0
4 12 22 0.0
4 12 23 0.0
4 12 24 0.0
4 13 1 0.0
4 13 2 0.0
4 13 3 0.0
4 13 4 0.0
4 13 5 0.0
4 13 6 0.0992
4 13 7 0.2923
4 13 8 0.4623
4 13 9 0.7142
4 13 10 0.8878
4 13 11 0.9539
4 13 12 0.9339
4 13 13 1.0015
4 13 14 0.9838
4 13 15 0.8289
4 13 16 0.6883
4 13 17 0.5483
4 13 18 0.2722
4 13 19 0.0965
4 13 20 0.0
4 13 21 0.0
4 13 22 0.0
4 13 23 0.0
4 13 24 0.0
4 14 1 0.0
4 14 2 0.0
4 14 3 0.0
4 14 4 0.0
4 14 5 0.0
4 14 6 0.1099
4 14 7 0.3045
4 14 8 0.496
4 14 9 0.7409
4 14 10 0.8659
4 14 11 1.0341
4 14 12 0.9307
4 14 13 1.0671
4 14 14 0.9025
4 14 15 0.7841
4 14 16 0.7217
4 14 17 0.4587
4 14 18 0.2753
4 14 19 0.0922
4 14 20 0.0
4 14 21 0.0
4 14 22 0.0
4 14 23 0.0
4 14 24 0.0
4 15 1 0.0
4 15 2 0.0
4 15 3 0.0
4 15 4 0.0
4 15 5 0.0
4 15 6 0.1006
4 15 7 0.3125
4 15 8 0.484
4 15 9 0.6634
4 15 10 0.8002
4 15 11 0.9068
4 15 12 1.0426
4 15 13 0.9335
4 15 14 0.958
4 15 15 0.8037
4 15 16 0.7662
4 15 17 0.5424
4 15 18 0.3258
4 15 19 0.1094
4 15 20 0.0
4 15 21 0.0
4 15 22 0.0
4 15 23 0.0
4 15 24 0.0
4 16 1 0.0
4 16 2 0.0
4 16 3 0.0
4 16 4 0.0
4 16 5 0.0
4 16 6 0.0929
4 16 7 0.2747
4 16 8 0.4771
4 16 9 0.7696
4 16 10 0.8343
4 16 11 0.9508
4 16 12 1.0061
4 16 13 0.919
4 16 14 0.9497
4 16 15 0.9119
4 16 16 0.6949
4 16 17 0.4831
