
param Demanda :=
2 23 12 0.4471
2 23 13 0.5898
2 23 14 0.3774
2 23 15 0.4078
2 23 16 0.4266
2 23 17 0.438
2 23 18 0.5381
2 23 19 0.7325
2 23 20 0.9748
2 23 21 1.0633
2 23 22 0.9673
2 23 23 0.6662
2 23 24 0.336
2 24 1 0.3102
2 24 2 0.2437
2 24 3 0.271
2 24 4 0.2921
2 24 5 0.2185
2 24 6 0.3879
2 24 7 0.4224
2 24 8 0.3371
2 24 9 0.3432
2 24 10 0.4311
2 24 11 0.4147
2 24 12 0.4605
2 24 13 0.5836
2 24 14 0.3525
2 24 15 0.3837
2 24 16 0.4448
2 24 17 0.4419
2 24 18 0.5653
2 24 19 0.72
2 24 20 0.8715
2 24 21 0.9438
2 24 22 1.0282
2 24 23 0.6086
2 24 24 0.3833
2 25 1 0.4458
2 25 2 0.3959
2 25 3 0.3791
2 25 4 0.4735
2 25 5 0.373
2 25 6 0.5343
2 25 7 0.6421
2 25 8 0.716
2 25 9 0.566
2 25 10 0.5758
2 25 11 0.5896
2 25 12 0.4954
2 25 13 0.5939
2 25 14 0.6526
2 25 15 0.6215
2 25 16 0.6516
2 25 17 0.4617
2 25 18 0.5814
2 25 19 0.7031
2 25 20 0.8785
2 25 21 0.9183
2 25 22 0.7033
2 25 23 0.7155
2 25 24 0.5255
2 26 1 0.455
2 26 2 0.3911
2 26 3 0.3691
2 26 4 0.4451
2 26 5 0.3605
2 26 6 0.5216
2 26 7 0.6761
2 26 8 0.6897
2 26 9 0.593
2 26 10 0.6214
2 26 11 0.6919
2 26 12 0.5865
2 26 13 0.5466
2 26 14 0.6107
2 26 15 0.6478
2 26 16 0.6445
2 26 17 0.4863
2 26 18 0.5321
2 26 19 0.7516
2 26 20 0.7729
2 26 21 0.98
2 26 22 0.7069
2 26 23 0.6756
2 26 24 0.6162
2 27 1 0.3042
2 27 2 0.297
2 27 3 0.238
2 27 4 0.2941
2 27 5 0.2843
2 27 6 0.3547
2 27 7 0.3555
2 27 8 0.3409
2 27 9 0.4341
2 27 10 0.4437
2 27 11 0.5183
2 27 12 0.5119
2 27 13 0.5484
2 27 14 0.5497
2 27 15 0.4857
2 27 16 0.3969
2 27 17 0.5686
2 27 18 0.6293
2 27 19 0.886
2 27 20 1.0209
2 27 21 0.9036
2 27 22 0.7641
2 27 23 0.6878
2 27 24 0.4185
2 28 1 0.3336
2 28 2 0.3563
2 28 3 0.405
2 28 4 0.3702
2 28 5 0.3343
2 28 6 0.3247
2 28 7 0.3436
2 28 8 0.5907
2 28 9 0.6456
2 28 10 0.519
2 28 11 0.588
2 28 12 1.0933
2 28 13 0.9206
2 28 14 0.683
2 28 15 0.594
2 28 16 0.5975
2 28 17 0.5791
2 28 18 0.4586
2 28 19 0.6081
2 28 20 0.6655
2 28 21 0.8503
2 28 22 0.7426
2 28 23 0.6526
2 28 24 0.5271
2 29 1 0.3068
2 29 2 0.2552
2 29 3 0.2796
2 29 4 0.2532
2 29 5 0.2267
2 29 6 0.4134
2 29 7 0.7106
2 29 8 0.4552
2 29 9 0.4171
2 29 10 0.3891
2 29 11 0.3518
2 29 12 0.5448
2 29 13 0.3717
2 29 14 0.3503
2 29 15 0.3899
2 29 16 0.3836
2 29 17 0.4884
2 29 18 0.3619
2 29 19 0.5544
2 29 20 0.8169
2 29 21 0.9341
2 29 22 0.8417
2 29 23 0.6342
2 29 24 0.3514
2 30 1 0.4237
2 30 2 0.4314
2 30 3 0.409
2 30 4 0.4749
2 30 5 0.4134
2 30 6 0.5153
2 30 7 0.6596
2 30 8 0.6504
2 30 9 0.6401
2 30 10 0.5798
2 30 11 0.6066
2 30 12 0.5417
2 30 13 0.613
2 30 14 0.6255
2 30 15 0.6076
2 30 16 0.5869
2 30 17 0.4385
2 30 18 0.5085
2 30 19 0.6623
2 30 20 0.8978
2 30 21 1.074
2 30 22 0.7595
2 30 23 0.7023
2 30 24 0.5446
2 31 1 0.2622
2 31 2 0.2516
2 31 3 0.2495
2 31 4 0.2371
2 31 5 0.2109
2 31 6 0.4715
2 31 7 0.6803
2 31 8 0.4077
2 31 9 0.4617
2 31 10 0.3569
2 31 11 0.4143
2 31 12 0.5094
2 31 13 0.3859
2 31 14 0.3561
2 31 15 0.3393
2 31 16 0.376
2 31 17 0.4929
2 31 18 0.3106
2 31 19 0.6474
2 31 20 0.7759
2 31 21 0.9607
2 31 22 0.8287
2 31 23 0.7206
2 31 24 0.3811
2 32 1 0.2957
2 32 2 0.2896
2 32 3 0.2382
2 32 4 0.2915
2 32 5 0.2529
2 32 6 0.4322
2 32 7 0.41
2 32 8 0.36
2 32 9 0.3303
2 32 10 0.4849
2 32 11 0.409
2 32 12 0.436
2 32 13 0.5237
2 32 14 0.408
2 32 15 0.4209
2 32 16 0.4151
2 32 17 0.4715
2 32 18 0.5291
2 32 19 0.7012
2 32 20 0.8866
2 32 21 0.9764
2 32 22 0.9031
2 32 23 0.5865
2 32 24 0.3978
2 33 1 0.2747
2 33 2 0.3403
2 33 3 0.2439
2 33 4 0.2667
2 33 5 0.3252
2 33 6 0.332
2 33 7 0.4098
2 33 8 0.3333
2 33 9 0.4014
2 33 10 0.4455
2 33 11 0.5824
2 33 12 0.5629
2 33 13 0.5166
2 33 14 0.4926
2 33 15 0.47
2 33 16 0.4457
2 33 17 0.4934
2 33 18 0.5788
2 33 19 0.8713
2 33 20 1.0239
2 33 21 0.9769
2 33 22 0.8052
2 33 23 0.6793
2 33 24 0.411
3 2 1 0.3087
3 2 2 0.3301
3 2 3 0.2801
3 2 4 0.2837
3 2 5 0.3233
3 2 6 0.3195
3 2 7 0.3803
3 2 8 0.397
3 2 9 0.4291
3 2 10 0.4926
3 2 11 0.5187
3 2 12 0.513
3 2 13 0.5418
3 2 14 0.4716
3 2 15 0.428
3 2 16 0.4011
3 2 17 0.5581
3 2 18 0.5798
3 2 19 0.9655
3 2 20 0.9942
3 2 21 0.8226
3 2 22 0.8185
3 2 23 0.6401
3 2 24 0.4193
3 3 1 0.3225
3 3 2 0.2835
3 3 3 0.273
3 3 4 0.2489
3 3 5 0.237
3 3 6 0.4168
3 3 7 0.4344
3 3 8 0.3679
3 3 9 0.3616
3 3 10 0.4117
3 3 11 0.425
3 3 12 0.4393
3 3 13 0.5873
3 3 14 0.3902
3 3 15 0.3819
3 3 16 0.4255
3 3 17 0.446
3 3 18 0.4994
3 3 19 0.8001
3 3 20 0.8584
3 3 21 1.042
3 3 22 0.9892
3 3 23 0.5971
3 3 24 0.3972
3 4 1 0.3281
3 4 2 0.2571
3 4 3 0.2553
3 4 4 0.2686
3 4 5 0.2181
3 4 6 0.4016
3 4 7 0.4045
3 4 8 0.3354
3 4 9 0.3469
3 4 10 0.4294
3 4 11 0.3707
3 4 12 0.4168
3 4 13 0.5812
3 4 14 0.3715
3 4 15 0.434
3 4 16 0.4674
3 4 17 0.4542
3 4 18 0.5065
3 4 19 0.7397
3 4 20 0.8598
3 4 21 0.8946
3 4 22 0.9951
3 4 23 0.6428
3 4 24 0.3361
3 5 1 0.2712
3 5 2 0.2622
3 5 3 0.2672
3 5 4 0.2595
3 5 5 0.2426
3 5 6 0.393
3 5 7 0.4087
3 5 8 0.3574
3 5 9 0.3842
3 5 10 0.4718
3 5 11 0.4169
3 5 12 0.4902
3 5 13 0.554
3 5 14 0.3625
3 5 15 0.374
3 5 16 0.4085
3 5 17 0.4359
3 5 18 0.5542
3 5 19 0.7301
3 5 20 0.9362
3 5 21 1.0412
3 5 22 1.0962
3 5 23 0.6042
3 5 24 0.397
3 6 1 0.2728
3 6 2 0.2945
3 6 3 0.2572
3 6 4 0.2778
3 6 5 0.2298
3 6 6 0.4344
3 6 7 0.4806
3 6 8 0.395
3 6 9 0.3804
3 6 10 0.4918
3 6 11 0.439
3 6 12 0.4735
3 6 13 0.5118
3 6 14 0.3601
3 6 15 0.4192
3 6 16 0.4445
3 6 17 0.481
3 6 18 0.4923
3 6 19 0.7715
3 6 20 0.9553
3 6 21 0.8896
3 6 22 1.065
3 6 23 0.6406
3 6 24 0.3481
3 7 1 0.3245
3 7 2 0.2678
3 7 3 0.2619
3 7 4 0.2594
3 7 5 0.2164
3 7 6 0.3713
3 7 7 0.4815
3 7 8 0.3798
3 7 9 0.3435
3 7 10 0.4131
3 7 11 0.4487
3 7 12 0.4939
3 7 13 0.578
3 7 14 0.4123
3 7 15 0.4488
3 7 16 0.4422
3 7 17 0.4484
3 7 18 0.5684
3 7 19 0.704
3 7 20 0.9998
3 7 21 0.9234
3 7 22 0.9175
3 7 23 0.576
3 7 24 0.3602
3 8 1 0.4723
3 8 2 0.3796
3 8 3 0.3927
3 8 4 0.4721
3 8 5 0.4212
3 8 6 0.5121
3 8 7 0.6226
3 8 8 0.7349
3 8 9 0.6004
3 8 10 0.6262
3 8 11 0.6202
3 8 12 0.5404
3 8 13 0.6388
3 8 14 0.6168
3 8 15 0.5933
3 8 16 0.6022
3 8 17 0.4971
3 8 18 0.5821
3 8 19 0.767
3 8 20 0.7571
3 8 21 0.9472
3 8 22 0.7502
3 8 23 0.6554
3 8 24 0.5314
3 9 1 0.3054
3 9 2 0.3635
3 9 3 0.3428
3 9 4 0.3392
3 9 5 0.3453
3 9 6 0.343
3 9 7 0.4021
3 9 8 0.6104
3 9 9 0.6288
3 9 10 0.5098
3 9 11 0.604
3 9 12 1.0904
3 9 13 0.8773
3 9 14 0.8054
3 9 15 0.706
3 9 16 0.6138
3 9 17 0.5701
3 9 18 0.4465
3 9 19 0.6809
3 9 20 0.7171
3 9 21 0.7828
3 9 22 0.7045
3 9 23 0.6715
3 9 24 0.601
3 10 1 0.351
3 10 2 0.3447
3 10 3 0.3684
3 10 4 0.3339
3 10 5 0.3582
3 10 6 0.348
3 10 7 0.363
3 10 8 0.5739
3 10 9 0.5905
3 10 10 0.4805
3 10 11 0.5412
3 10 12 1.0072
3 10 13 0.9813
3 10 14 0.7032
3 10 15 0.6346
3 10 16 0.6798
3 10 17 0.5513
3 10 18 0.4449
3 10 19 0.5717
3 10 20 0.7888
3 10 21 0.7891
3 10 22 0.6603
3 10 23 0.6913
3 10 24 0.5571
3 11 1 0.3553
3 11 2 0.344
3 11 3 0.3483
3 11 4 0.3306
3 11 5 0.3545
3 11 6 0.3284
3 11 7 0.3543
3 11 8 0.5736
3 11 9 0.6663
3 11 10 0.5169
3 11 11 0.5849
3 11 12 1.0948
3 11 13 0.9247
3 11 14 0.7288
3 11 15 0.6755
3 11 16 0.666
3 11 17 0.521
3 11 18 0.4534
3 11 19 0.636
3 11 20 0.7519
3 11 21 0.8122
3 11 22 0.7486
3 11 23 0.6427
3 11 24 0.5885
3 12 1 0.4495
3 12 2 0.4266
3 12 3 0.3663
3 12 4 0.4055
3 12 5 0.3871
3 12 6 0.5544
3 12 7 0.7386
3 12 8 0.6445
3 12 9 0.5818
3 12 10 0.6177
3 12 11 0.6241
3 12 12 0.5341
3 12 13 0.6212
3 12 14 0.5803
3 12 15 0.6555
3 12 16 0.6073
3 12 17 0.4845
3 12 18 0.5654
3 12 19 0.7365
3 12 20 0.7391
3 12 21 0.9043
3 12 22 0.7403
3 12 23 0.6913
3 12 24 0.6098
3 13 1 0.273
3 13 2 0.236
3 13 3 0.2653
3 13 4 0.2325
3 13 5 0.2518
3 13 6 0.4407
3 13 7 0.6375
3 13 8 0.4268
3 13 9 0.4341
3 13 10 0.3518
3 13 11 0.3768
3 13 12 0.5227
3 13 13 0.4155
3 13 14 0.4096
3 13 15 0.372
3 13 16 0.4179
3 13 17 0.5271
3 13 18 0.3086
3 13 19 0.5534
3 13 20 0.8775
3 13 21 0.9455
3 13 22 0.81
3 13 23 0.7478
3 13 24 0.3301
3 14 1 0.2846
3 14 2 0.2357
3 14 3 0.2628
3 14 4 0.2553
3 14 5 0.2278
3 14 6 0.4259
3 14 7 0.6224
3 14 8 0.4065
3 14 9 0.4272
3 14 10 0.3781
3 14 11 0.3807
3 14 12 0.5374
3 14 13 0.4256
3 14 14 0.3862
3 14 15 0.3828
3 14 16 0.4124
3 14 17 0.4795
3 14 18 0.3213
3 14 19 0.5928
3 14 20 0.8841
3 14 21 1.015
3 14 22 0.8397
3 14 23 0.7584
3 14 24 0.3772
3 15 1 0.346
3 15 2 0.3477
3 15 3 0.3893
3 15 4 0.3693
3 15 5 0.332
3 15 6 0.3569
3 15 7 0.3454
3 15 8 0.6083
3 15 9 0.5677
3 15 10 0.4982
3 15 11 0.5197
3 15 12 1.0335
3 15 13 1.0298
3 15 14 0.7098
3 15 15 0.6212
3 15 16 0.6009
3 15 17 0.5443
3 15 18 0.4868
3 15 19 0.6701
3 15 20 0.7587
3 15 21 0.8427
3 15 22 0.765
3 15 23 0.6985
3 15 24 0.5321
3 16 1 0.4742
3 16 2 0.3845
3 16 3 0.4085
3 16 4 0.4266
3 16 5 0.4216
3 16 6 0.5696
3 16 7 0.6169
3 16 8 0.6166
3 16 9 0.6071
3 16 10 0.575
3 16 11 0.6434
3 16 12 0.5057
3 16 13 0.5403
3 16 14 0.6598
3 16 15 0.6348
3 16 16 0.6345
3 16 17 0.4924
3 16 18 0.5408
3 16 19 0.7513
3 16 20 0.7392
3 16 21 1.0371
3 16 22 0.7865
3 16 23 0.629
3 16 24 0.5823
3 17 1 0.312
3 17 2 0.3507
3 17 3 0.3714
3 17 4 0.3712
3 17 5 0.3243
3 17 6 0.351
3 17 7 0.3407
3 17 8 0.6013
3 17 9 0.6149
3 17 10 0.536
3 17 11 0.5282
3 17 12 1.0713
3 17 13 1.0007
3 17 14 0.7122
3 17 15 0.6481
3 17 16 0.6318
3 17 17 0.5734
3 17 18 0.5092
3 17 19 0.5764
3 17 20 0.786
3 17 21 0.9109
3 17 22 0.7814
3 17 23 0.7126
3 17 24 0.5749
3 18 1 0.2648
3 18 2 0.2636
3 18 3 0.2515
3 18 4 0.2377
3 18 5 0.246
3 18 6 0.4719
3 18 7 0.7321
3 18 8 0.4371
3 18 9 0.4582
3 18 10 0.3638
3 18 11 0.3502
3 18 12 0.5462
3 18 13 0.4394
3 18 14 0.4041
3 18 15 0.3941
3 18 16 0.4022
3 18 17 0.4702
3 18 18 0.3663
3 18 19 0.6372
3 18 20 0.8717
3 18 21 0.9883
3 18 22 0.9411
3 18 23 0.7229
3 18 24 0.3716
3 19 1 0.2892
3 19 2 0.2372
3 19 3 0.2699
3 19 4 0.2456
3 19 5 0.2072
3 19 6 0.4026
3 19 7 0.7155
3 19 8 0.4629
3 19 9 0.437
3 19 10 0.3868
3 19 11 0.3867
3 19 12 0.5586
3 19 13 0.4048
3 19 14 0.4148
3 19 15 0.3479
3 19 16 0.3753
3 19 17 0.5288
3 19 18 0.3448
3 19 19 0.653
3 19 20 0.8098
3 19 21 0.9315
3 19 22 0.8694
3 19 23 0.7313
3 19 24 0.3318
3 20 1 0.3117
3 20 2 0.311
3 20 3 0.2724
3 20 4 0.2878
3 20 5 0.2802
3 20 6 0.3359
3 20 7 0.3909
3 20 8 0.345
3 20 9 0.3867
3 20 10 0.4477
3 20 11 0.5639
3 20 12 0.594
3 20 13 0.5856
3 20 14 0.4536
3 20 15 0.4641
3 20 16 0.4247
3 20 17 0.5103
3 20 18 0.5922
3 20 19 0.857
3 20 20 0.9555
3 20 21 0.9737
3 20 22 0.7334
3 20 23 0.5757
3 20 24 0.4296
3 21 1 0.2991
3 21 2 0.2638
3 21 3 0.2545
3 21 4 0.2583
3 21 5 0.2292
3 21 6 0.4079
3 21 7 0.621
3 21 8 0.3962
3 21 9 0.483
3 21 10 0.3783
3 21 11 0.4004
3 21 12 0.5093
3 21 13 0.4332
3 21 14 0.4172
3 21 15 0.3647
3 21 16 0.38
3 21 17 0.4433
3 21 18 0.3297
3 21 19 0.5629
3 21 20 0.8239
3 21 21 0.9668
3 21 22 0.8543
3 21 23 0.7151
3 21 24 0.3365
3 22 1 0.3233
3 22 2 0.263
3 22 3 0.2547
3 22 4 0.2451
3 22 5 0.2249
3 22 6 0.4425
3 22 7 0.4515
3 22 8 0.3913
3 22 9 0.382
3 22 10 0.4652
3 22 11 0.4098
3 22 12 0.456
3 22 13 0.6147
3 22 14 0.3913
3 22 15 0.3905
3 22 16 0.481
3 22 17 0.4267
3 22 18 0.4766
3 22 19 0.7129
3 22 20 0.8589
3 22 21 0.9205
3 22 22 1.0377
3 22 23 0.642
3 22 24 0.337
3 23 1 0.4566
3 23 2 0.4366
3 23 3 0.4068
3 23 4 0.4069
3 23 5 0.3906
3 23 6 0.5268
3 23 7 0.7116
3 23 8 0.7226
3 23 9 0.5905
3 23 10 0.5469
3 23 11 0.6261
3 23 12 0.5416
3 23 13 0.6233
3 23 14 0.6547
3 23 15 0.5533
3 23 16 0.6188
3 23 17 0.5068
3 23 18 0.5661
3 23 19 0.7582
3 23 20 0.7852
3 23 21 1.0605
3 23 22 0.7563
3 23 23 0.6511
3 23 24 0.5392
3 24 1 0.3589
3 24 2 0.346
3 24 3 0.3976
3 24 4 0.3111
3 24 5 0.3717
3 24 6 0.3645
3 24 7 0.386
3 24 8 0.5621
3 24 9 0.5825
3 24 10 0.475
3 24 11 0.6054
3 24 12 1.0483
3 24 13 0.8926
3 24 14 0.7911
3 24 15 0.6115
3 24 16 0.7014
3 24 17 0.5191
3 24 18 0.4804
3 24 19 0.6436
3 24 20 0.7771
3 24 21 0.8604
3 24 22 0.6944
3 24 23 0.64
3 24 24 0.5886
3 25 1 0.2712
3 25 2 0.2806
3 25 3 0.2768
3 25 4 0.2639
3 25 5 0.2985
3 25 6 0.3272
3 25 7 0.3425
3 25 8 0.3691
3 25 9 0.3755
3 25 10 0.5086
3 25 11 0.5496
3 25 12 0.5707
3 25 13 0.5531
3 25 14 0.4722
3 25 15 0.4495
3 25 16 0.4004
3 25 17 0.503
3 25 18 0.6559
3 25 19 0.8738
3 25 20 1.0859
3 25 21 0.8335
3 25 22 0.7596
3 25 23 0.648
3 25 24 0.4216
3 26 1 0.4287
3 26 2 0.4326
3 26 3 0.3486
3 26 4 0.4262
3 26 5 0.4212
3 26 6 0.5168
3 26 7 0.6208
3 26 8 0.6936
3 26 9 0.5959
3 26 10 0.6125
3 26 11 0.6006
3 26 12 0.4881
3 26 13 0.5427
3 26 14 0.6502
3 26 15 0.6201
3 26 16 0.6215
3 26 17 0.4624
3 26 18 0.56
3 26 19 0.7522
3 26 20 0.8079
3 26 21 0.9847
3 26 22 0.7105
3 26 23 0.6998
3 26 24 0.6255
3 27 1 0.4759
3 27 2 0.3872
3 27 3 0.4139
3 27 4 0.4109
3 27 5 0.3964
3 27 6 0.5442
3 27 7 0.6131
3 27 8 0.68
3 27 9 0.5889
3 27 10 0.5834
3 27 11 0.5837
3 27 12 0.5168
3 27 13 0.6094
3 27 14 0.6376
3 27 15 0.6212
3 27 16 0.6476
3 27 17 0.4744
3 27 18 0.5522
3 27 19 0.7309
3 27 20 0.7488
3 27 21 1.0347
3 27 22 0.8269
3 27 23 0.7143
3 27 24 0.5558
3 28 1 0.2982
3 28 2 0.3677
3 28 3 0.3547
3 28 4 0.367
3 28 5 0.3712
3 28 6 0.3338
3 28 7 0.3749
3 28 8 0.5655
3 28 9 0.6575
3 28 10 0.508
3 28 11 0.5218
3 28 12 0.9404
3 28 13 0.9103
3 28 14 0.7276
3 28 15 0.72
3 28 16 0.6583
3 28 17 0.5296
3 28 18 0.5126
3 28 19 0.6075
3 28 20 0.6794
3 28 21 0.7948
3 28 22 0.6932
3 28 23 0.6249
3 28 24 0.5108
3 29 1 0.3521
3 29 2 0.383
3 29 3 0.3763
3 29 4 0.3587
3 29 5 0.3619
3 29 6 0.3434
3 29 7 0.3355
3 29 8 0.5397
3 29 9 0.6667
3 29 10 0.5657
3 29 11 0.6083
3 29 12 1.0825
3 29 13 0.95
3 29 14 0.7652
3 29 15 0.704
3 29 16 0.6894
3 29 17 0.5015
3 29 18 0.4696
3 29 19 0.5825
3 29 20 0.7233
3 29 21 0.8078
3 29 22 0.7225
3 29 23 0.6388
3 29 24 0.5192
3 30 1 0.2752
3 30 2 0.3385
3 30 3 0.2502
3 30 4 0.2748
3 30 5 0.3298
3 30 6 0.3273
3 30 7 0.3675
3 30 8 0.3997
3 30 9 0.395
3 30 10 0.4357
3 30 11 0.5829
3 30 12 0.5024
3 30 13 0.5357
3 30 14 0.5425
3 30 15 0.4585
3 30 16 0.4263
3 30 17 0.5065
3 30 18 0.6055
3 30 19 0.9821
3 30 20 0.9403
3 30 21 0.9042
3 30 22 0.7854
3 30 23 0.6837
3 30 24 0.4102
3 31 1 0.327
3 31 2 0.2843
3 31 3 0.2455
3 31 4 0.2773
3 31 5 0.2321
3 31 6 0.3863
3 31 7 0.448
3 31 8 0.3417
3 31 9 0.3558
3 31 10 0.4268
3 31 11 0.3846
3 31 12 0.4493
3 31 13 0.533
3 31 14 0.3563
3 31 15 0.4137
3 31 16 0.4495
3 31 17 0.4872
3 31 18 0.5046
3 31 19 0.8436
3 31 20 0.8948
3 31 21 0.9721
3 31 22 0.9764
3 31 23 0.6438
3 31 24 0.3688
3 32 1 0.2994
3 32 2 0.2951
3 32 3 0.2606
3 32 4 0.2782
3 32 5 0.3285
3 32 6 0.3494
3 32 7 0.3801
3 32 8 0.3487
3 32 9 0.3789
3 32 10 0.494
3 32 11 0.4833
3 32 12 0.5803
3 32 13 0.5071
3 32 14 0.4988
3 32 15 0.4589
3 32 16 0.4574
3 32 17 0.5693
3 32 18 0.6173
3 32 19 0.9258
3 32 20 1.0597
3 32 21 0.9357
3 32 22 0.7415
3 32 23 0.5878
3 32 24 0.4704
3 33 1 0.4245
3 33 2 0.4313
3 33 3 0.343
3 33 4 0.4189
3 33 5 0.4164
3 33 6 0.5026
3 33 7 0.6916
3 33 8 0.684
3 33 9 0.5439
3 33 10 0.5879
3 33 11 0.6561
3 33 12 0.5428
3 33 13 0.5535
3 33 14 0.6647
3 33 15 0.5632
3 33 16 0.6432
3 33 17 0.4605
3 33 18 0.54
3 33 19 0.6667
3 33 20 0.8192
3 33 21 1.0303
3 33 22 0.8016
3 33 23 0.7333
3 33 24 0.5706
4 2 1 0.3057
4 2 2 0.2703
4 2 3 0.2757
4 2 4 0.2712
4 2 5 0.2171
4 2 6 0.4158
4 2 7 0.4321
4 2 8 0.3636
4 2 9 0.383
4 2 10 0.4781
4 2 11 0.4303
4 2 12 0.4705
4 2 13 0.5583
4 2 14 0.3988
4 2 15 0.4436
4 2 16 0.4374
4 2 17 0.5091
4 2 18 0.5623
4 2 19 0.7899
4 2 20 0.9034
4 2 21 0.9226
4 2 22 0.9713
4 2 23 0.6347
4 2 24 0.3969
4 3 1 0.3011
4 3 2 0.2662
4 3 3 0.2493
4 3 4 0.2883
4 3 5 0.249
4 3 6 0.4337
4 3 7 0.4454
4 3 8 0.3348
4 3 9 0.3542
4 3 10 0.4475
4 3 11 0.3896
4 3 12 0.4287
4 3 13 0.5894
4 3 14 0.3719
4 3 15 0.4076
4 3 16 0.4495
4 3 17 0.4375
4 3 18 0.5582
4 3 19 0.7769
4 3 20 0.9685
4 3 21 0.8986
4 3 22 1.0956
4 3 23 0.5836
4 3 24 0.3713
4 4 1 0.3127
4 4 2 0.2674
4 4 3 0.2472
4 4 4 0.2436
4 4 5 0.2462
4 4 6 0.4467
4 4 7 0.4738
4 4 8 0.394
4 4 9 0.3422
4 4 10 0.4268
4 4 11 0.4116
4 4 12 0.4715
4 4 13 0.5638
4 4 14 0.4032
4 4 15 0.4332
4 4 16 0.4256
4 4 17 0.4707
4 4 18 0.4777
4 4 19 0.8035
4 4 20 0.8472
4 4 21 0.9903
4 4 22 1.0158
4 4 23 0.5829
4 4 24 0.3874
4 5 1 0.282
4 5 2 0.3178
4 5 3 0.2443
4 5 4 0.2926
4 5 5 0.3101
4 5 6 0.3459
4 5 7 0.3552
4 5 8 0.3852
4 5 9 0.4028
4 5 10 0.4938
4 5 11 0.5476
4 5 12 0.5892
4 5 13 0.5401
4 5 14 0.461
4 5 15 0.4397
4 5 16 0.437
4 5 17 0.4767
4 5 18 0.6374
4 5 19 0.8951
4 5 20 0.904
4 5 21 0.9146
4 5 22 0.7198
4 5 23 0.6262
4 5 24 0.4871
4 6 1 0.4629
4 6 2 0.4159
4 6 3 0.3933
4 6 4 0.4053
4 6 5 0.3913
4 6 6 0.5417
4 6 7 0.7262
4 6 8 0.6511
4 6 9 0.5917
4 6 10 0.5461
4 6 11 0.6347
4 6 12 0.5425
4 6 13 0.6331
4 6 14 0.6296
4 6 15 0.6152
4 6 16 0.589
4 6 17 0.4856
4 6 18 0.5859
4 6 19 0.7189
4 6 20 0.7706
4 6 21 0.9365
4 6 22 0.8184
4 6 23 0.658
4 6 24 0.5805
4 7 1 0.3361
4 7 2 0.4169
4 7 3 0.3708
4 7 4 0.3482
4 7 5 0.3686
4 7 6 0.384
4 7 7 0.3671
4 7 8 0.6169
4 7 9 0.6449
4 7 10 0.5052
4 7 11 0.5242
4 7 12 0.9801
4 7 13 0.9742
4 7 14 0.7103
4 7 15 0.6411
4 7 16 0.6617
4 7 17 0.5762
4 7 18 0.4773
4 7 19 0.5949
4 7 20 0.7895
4 7 21 0.8873
4 7 22 0.7814
4 7 23 0.6585
4 7 24 0.5774
4 8 1 0.2888
4 8 2 0.3333
4 8 3 0.28
4 8 4 0.2448
4 8 5 0.315
4 8 6 0.3069
4 8 7 0.4047
4 8 8 0.3514
4 8 9 0.4341
4 8 10 0.4268
4 8 11 0.5179
4 8 12 0.5249
4 8 13 0.5577
4 8 14 0.5458
4 8 15 0.4837
4 8 16 0.4323
4 8 17 0.4993
4 8 18 0.6368
4 8 19 0.9282
4 8 20 1.0545
4 8 21 0.9313
4 8 22 0.7264
4 8 23 0.6906
4 8 24 0.4647
4 9 1 0.3184
4 9 2 0.3115
4 9 3 0.2504
4 9 4 0.2824
4 9 5 0.298
4 9 6 0.3254
4 9 7 0.3843
4 9 8 0.3419
4 9 9 0.4194
4 9 10 0.4419
4 9 11 0.4952
4 9 12 0.5089
4 9 13 0.5649
4 9 14 0.4722
4 9 15 0.4672
4 9 16 0.4563
4 9 17 0.5322
4 9 18 0.5545
4 9 19 0.961
4 9 20 0.9204
4 9 21 0.9381
4 9 22 0.7323
4 9 23 0.6626
4 9 24 0.4464
4 10 1 0.483
4 10 2 0.4207
4 10 3 0.4102
4 10 4 0.4585
4 10 5 0.3548
4 10 6 0.5243
4 10 7 0.7139
4 10 8 0.648
4 10 9 0.5809
4 10 10 0.5768
4 10 11 0.6111
4 10 12 0.5214
4 10 13 0.5801
4 10 14 0.5729
4 10 15 0.6134
4 10 16 0.6413
4 10 17 0.4614
4 10 18 0.5548
4 10 19 0.7277
4 10 20 0.7915
4 10 21 0.9557
4 10 22 0.7656
4 10 23 0.6538
4 10 24 0.6107
4 11 1 0.2698
4 11 2 0.2368
4 11 3 0.245
4 11 4 0.243
4 11 5 0.2147
4 11 6 0.4159
4 11 7 0.7495
4 11 8 0.4543
4 11 9 0.4073
4 11 10 0.3581
4 11 11 0.3849
4 11 12 0.5476
4 11 13 0.3776
4 11 14 0.3818
4 11 15 0.3784
4 11 16 0.404
4 11 17 0.442
4 11 18 0.337
4 11 19 0.6697
4 11 20 0.836
4 11 21 0.9409
4 11 22 0.9425
4 11 23 0.7276
4 11 24 0.3333
4 12 1 0.2836
4 12 2 0.3029
4 12 3 0.2582
4 12 4 0.2788
4 12 5 0.33
4 12 6 0.3576
4 12 7 0.3986
4 12 8 0.3877
4 12 9 0.4478
4 12 10 0.4337
4 12 11 0.5747
4 12 12 0.5524
4 12 13 0.498
4 12 14 0.5178
4 12 15 0.5053
4 12 16 0.4296
4 12 17 0.5116
4 12 18 0.6387
4 12 19 0.8671
4 12 20 0.9559
4 12 21 0.8441
4 12 22 0.693
4 12 23 0.6562
